file,lines,maxDist,minDist,meanDist,difDist,sumDist,maxTime,minTime,meanTime,difTime,sumTime
1995739534.csv,8543,0.006782188482914472,0.0,0.004990567838086967,0.006782188482914472,42.63442104077696,0.01666666666667993,0.016666666666637298,0.016666666666666666,4.263256414560601e-14,142.36666666666667
1995741180.csv,8760,0.010872748818289726,0.0,0.004862029039091668,0.010872748818289726,42.59137438244301,0.01666666666667993,0.016666666666637298,0.016666666666666666,4.263256414560601e-14,145.98333333333332
1995750362.csv,3356,0.034420259072360945,0.0,0.012751065935970803,0.034420259072360945,42.792577281118014,0.10000000000002274,0.016666666666637298,0.04643318430203676,0.08333333333338544,155.78333333333333
1995751473.csv,7989,0.023251769098909712,0.0,0.005335375341190592,0.023251769098909712,42.62431360077164,0.05000000000001137,0.016666666666637298,0.016727174094475047,0.03333333333337407,133.61666666666667
1995753222.csv,2671,0.04747588745628096,0.0,0.01595190838645717,0.04747588745628096,42.6075473002271,0.1666666666666714,0.016666666666637298,0.05583021223470661,0.1500000000000341,149.06666666666666
1995755226.csv,2126,0.028554328803578565,0.0,0.020009984764179655,0.028554328803578565,42.54122760864595,0.15,0.016666666666637298,0.07032156862745098,0.1333333333333627,149.43333333333334
1995755861.csv,2107,0.030163320338252534,0.0,0.020170609471538425,0.030163320338252534,42.49947415653146,0.15000000000000568,0.016666666666637298,0.07315606204495093,0.1333333333333684,154.06666666666666
1995756717.csv,2178,0.030758865605145246,0.0,0.019467894611277563,0.030758865605145246,42.401074463362534,0.09999999999999432,0.016666666666637298,0.061223396110855914,0.08333333333335702,133.28333333333333
1995760855.csv,4294,0.027928676364032737,0.0,0.009947163192440753,0.027928676364032737,42.71311874834059,0.10000000000000853,0.016666666666637298,0.035654942153893934,0.08333333333337123,153.06666666666666
1995765939.csv,2909,0.02843582026533961,0.0,0.014596761185396545,0.02843582026533961,42.46197828831855,0.10000000000002274,0.016666666666637298,0.05296882164144888,0.08333333333338544,154.03333333333333
1995779266.csv,2281,0.038845194585822966,0.0,0.018728029673725062,0.038845194585822966,42.71863568576686,0.14999999999999858,0.016666666666637298,0.07013157894736842,0.13333333333336128,159.9
1995780094.csv,8580,0.012962394209159634,0.0,0.004941975938873886,0.012962394209159634,42.40215355553794,0.01666666666667993,0.016666666666637298,0.016666666666666666,4.263256414560601e-14,142.98333333333332
